,Date,Open,High,Low,Close,Volume,Trading Value,index,Close_1309,Date_1309,diff_1309,Close_1322,Date_1322,diff_1322,Close_1326,Date_1326,diff_1326,Close_1343,Date_1343,diff_1343,Close_1543,Date_1543,diff_1543,Close_1551,Date_1551,diff_1551,Close_1633,Date_1633,diff_1633,Close_1678,Date_1678,diff_1678,Close_1681,Date_1681,diff_1681,Close_1682,Date_1682,diff_1682,Close_1698,Date_1698,diff_1698
167,2018-09-06,5460,5510,5420,5470,371500,5470,167,29000,2018-09-06,0.0038075458636206427,5300,2018-09-06,0.0,12540,2018-09-06,-0.0023866348448687846,1866,2018-09-06,0.0010729613733906351,32550,2018-09-06,0.009302325581395321,4580,2018-09-06,0.020044543429844186,27320,2018-09-06,0.008862629246676468,158,2018-09-06,0.006369426751592355,1424,2018-09-06,0.0099290780141843,159,2018-09-06,0.0,1791,2018-09-06,0.006179775280898969
168,2018-09-07,5430,5490,5390,5480,328800,5480,168,28890,2018-09-07,0.0020811654526535772,5300,2018-09-07,0.027131782945736482,12570,2018-09-07,0.0031923383878691425,1864,2018-09-07,0.002689618074233513,32250,2018-09-07,-0.00462962962962965,4490,2018-09-07,0.01012373453318327,27080,2018-09-07,-0.00036913990402365204,157,2018-09-07,0.0,1410,2018-09-07,0.0014204545454545858,159,2018-09-06,-0.006249999999999978,1780,2018-09-07,-0.0016825574873807758
169,2018-09-10,5520,5540,5480,5500,369400,5500,169,28830,2018-09-10,-0.0024221453287197603,5160,2018-09-10,0.005847953216374213,12530,2018-09-10,-0.006344171292624878,1859,2018-09-10,-0.0021470746108427363,32400,2018-09-10,-0.00917431192660545,4445,2018-09-10,0.0,27090,2018-09-10,-0.011674571324334138,157,2018-09-10,0.012903225806451646,1408,2018-09-10,0.0049964311206280865,160,2018-09-10,0.0,1783,2018-09-10,-0.00557724484104849
170,2018-09-11,5470,5530,5450,5510,301300,5510,170,28900,2018-09-11,0.003472222222222321,5130,2018-09-11,0.01383399209486158,12610,2018-09-11,0.001588562351072298,1863,2018-09-11,-0.004807692307692291,32700,2018-09-11,-0.0030487804878048808,4445,2018-09-11,0.014840182648401923,27410,2018-09-11,0.0,155,2018-09-11,0.013071895424836555,1401,2018-09-11,0.009365994236311348,160,2018-09-10,0.0,1793,2018-09-11,0.0
171,2018-09-12,5570,5590,5490,5550,323900,5550,171,28800,2018-09-12,0.0031347962382444194,5060,2018-09-12,-0.007843137254901933,12590,2018-09-12,-0.008661417322834652,1872,2018-09-12,0.0016051364365972098,32800,2018-09-12,0.0,4380,2018-09-12,-0.006802721088435382,27410,2018-09-11,-0.0065241029358463765,153,2018-09-12,-0.019230769230769273,1388,2018-09-12,-0.008571428571428563,160,2018-09-10,0.0,1793,2018-09-12,-0.007747648035417831
172,2018-09-13,5580,5610,5470,5490,480600,5490,172,28710,2018-09-13,-0.01441812564366629,5100,2018-09-13,0.0,12700,2018-09-13,-0.00470219435736674,1869,2018-09-13,-0.0026680896478121774,32800,2018-09-12,-0.0015220700152207556,4410,2018-09-13,-0.022172949002217335,27590,2018-09-13,-0.0054073540014419885,156,2018-09-13,-0.012658227848101222,1400,2018-09-13,-0.021663172606568804,160,2018-09-13,0.0062893081761006275,1807,2018-09-13,-0.008232711306256912
173,2018-09-14,5520,5540,5450,5500,463100,5500,173,29130,2018-09-14,0.00795847750865053,5100,2018-09-14,0.0019646365422396617,12760,2018-09-14,0.003144654088050425,1874,2018-09-14,-0.0010660980810234255,32850,2018-09-14,-0.004545454545454519,4510,2018-09-14,0.00445434298440972,27740,2018-09-14,-0.030747728860936463,158,2018-09-14,0.019354838709677358,1431,2018-09-14,0.016335227272727293,159,2018-09-14,-0.006249999999999978,1822,2018-09-14,-0.016198704103671746
174,2018-09-18,5500,5680,5480,5670,408500,5670,174,28900,2018-09-18,-0.021996615905245376,5090,2018-09-18,0.005928853754940677,12720,2018-09-18,-0.003915426781519238,1876,2018-09-18,0.0,33000,2018-09-18,-0.025110782865583436,4490,2018-09-18,-0.030237580993520474,28620,2018-09-18,-0.01919122686771757,155,2018-09-18,0.006493506493506551,1408,2018-09-18,-0.011929824561403457,160,2018-09-18,0.012658227848101333,1852,2018-09-18,-0.01331912626531695
175,2018-09-19,5740,5790,5700,5780,390400,5780,175,29550,2018-09-19,-0.0016891891891891442,5060,2018-09-19,0.001980198019801982,12770,2018-09-19,0.0015686274509802978,1876,2018-09-19,0.0026723677177979965,33850,2018-09-19,-0.010233918128654929,4630,2018-09-19,0.007616974972796564,29180,2018-09-19,-0.006130790190735702,154,2018-09-19,0.0,1425,2018-09-19,-0.011103400416377474,158,2018-09-19,0.0,1877,2018-09-19,0.0005330490405117683
176,2018-09-20,5800,5820,5740,5780,370200,5780,176,29600,2018-09-20,-0.02310231023102305,5050,2018-09-20,-0.0019762845849802257,12750,2018-09-20,-0.010093167701863304,1871,2018-09-20,0.0016059957173446548,34200,2018-09-20,-0.02285714285714291,4595,2018-09-20,-0.02025586353944564,29360,2018-09-20,-0.011780545270952514,154,2018-09-20,-0.019108280254777066,1441,2018-09-20,-0.017053206002728527,158,2018-09-20,-0.012499999999999956,1876,2018-09-20,-0.0037174721189591198
177,2018-09-21,5800,5830,5740,5750,530900,5750,177,30300,2018-09-21,0.0033112582781456013,5060,2018-09-21,-0.003937007874015741,12880,2018-09-21,0.0070367474589523304,1868,2018-09-21,-0.0032017075773745907,35000,2018-09-21,0.02639296187683282,4690,2018-09-21,-0.009503695881731833,29710,2018-09-21,0.0,157,2018-09-21,0.03289473684210531,1466,2018-09-21,0.008947006194081286,160,2018-09-21,0.012658227848101333,1883,2018-09-21,-0.008425487098472906
178,2018-09-25,5760,5800,5710,5790,543700,5790,178,30200,2018-09-25,-0.011456628477905073,5080,2018-09-25,-0.05046728971962622,12790,2018-09-25,-0.005443234836702948,1874,2018-09-25,-0.010036978341257274,34100,2018-09-25,-0.02571428571428569,4735,2018-09-25,-0.02471678681771372,29710,2018-09-25,-0.01785123966942148,152,2018-09-25,0.0,1453,2018-09-25,-0.010891763104152519,158,2018-09-25,0.006369426751592355,1899,2018-09-25,-0.008355091383811963
179,2018-09-26,5770,5910,5750,5900,441100,5900,179,30550,2018-09-26,-0.0016339869281045694,5350,2018-09-26,0.01904761904761898,12860,2018-09-26,0.009419152276295195,1893,2018-09-26,0.0,35000,2018-09-26,-0.038461538461538436,4855,2018-09-26,0.03739316239316248,30250,2018-09-26,0.01306095110515737,152,2018-09-26,-0.006535947712418277,1469,2018-09-26,0.005475701574264136,157,2018-09-26,-0.012578616352201255,1915,2018-09-26,0.007364544976328213
180,2018-09-27,5900,5950,5780,5780,551000,5780,180,30600,2018-09-27,-0.03622047244094484,5250,2018-09-27,-0.01869158878504673,12740,2018-09-27,0.0015723270440251014,1893,2018-09-27,-0.0021085925144965767,36400,2018-09-27,-0.01621621621621616,4680,2018-09-27,-0.012658227848101222,29860,2018-09-27,0.00369747899159667,153,2018-09-27,0.0,1461,2018-09-27,-0.009491525423728775,159,2018-09-27,0.0,1901,2018-09-27,-0.007828810020876875
181,2018-09-28,5820,5870,5700,5740,573100,5740,181,31750,2018-09-28,0.012759170653907415,5350,2018-09-28,-0.027272727272727226,12720,2018-09-28,-0.005473025801407294,1897,2018-09-28,0.0031729243786355887,37000,2018-09-28,0.015089163237311354,4740,2018-09-28,-0.007329842931937169,29750,2018-09-28,0.0074500507958008555,153,2018-09-28,0.006578947368421018,1475,2018-09-28,-0.0033783783783783994,159,2018-09-27,-0.01851851851851849,1916,2018-09-28,-0.002083333333333326
182,2018-10-01,5690,5710,5600,5710,514200,5710,182,31350,2018-10-01,0.004807692307692291,5500,2018-10-01,0.0,12790,2018-10-01,-0.003894080996884708,1891,2018-10-01,-0.0010565240359218242,36450,2018-10-01,0.0055172413793103114,4775,2018-10-01,-0.002089864158829724,29530,2018-10-01,0.006818956699625067,152,2018-10-01,0.0066225165562914245,1480,2018-10-01,0.013004791238877544,162,2018-10-01,0.0,1920,2018-10-01,-0.004665629860031051
183,2018-10-02,5790,5850,5730,5760,485000,5760,183,31200,2018-10-02,0.014634146341463428,5500,2018-10-02,0.04761904761904767,12840,2018-10-02,-0.010023130300693905,1893,2018-10-02,0.0015873015873015817,36250,2018-10-02,0.00694444444444442,4785,2018-10-02,0.011627906976744207,29330,2018-10-02,0.006174957118353364,151,2018-10-02,0.0,1461,2018-10-02,0.0,162,2018-10-02,0.012499999999999956,1929,2018-10-02,0.02063492063492056
184,2018-10-03,5750,5780,5610,5610,357400,5610,184,30750,2018-10-03,0.00654664484451728,5250,2018-10-03,0.005747126436781658,12970,2018-10-03,0.0,1890,2018-10-03,0.004250797024442088,36000,2018-10-03,-0.008264462809917328,4730,2018-10-03,-0.012526096033402934,29150,2018-10-03,0.013208202989224871,151,2018-10-03,0.027210884353741527,1461,2018-10-03,0.014583333333333393,160,2018-10-03,0.0062893081761006275,1890,2018-10-03,-0.0015847860538826808
185,2018-10-04,5670,5700,5520,5530,423600,5530,185,30550,2018-10-04,0.019012675116744537,5220,2018-10-04,-0.04395604395604391,12970,2018-10-04,0.0038699690402477227,1882,2018-10-04,0.004268943436499528,36300,2018-10-04,0.004149377593360981,4790,2018-10-04,0.018065887353878818,28770,2018-10-04,0.007352941176470562,147,2018-10-04,0.006849315068493178,1440,2018-10-04,0.009110021023125414,159,2018-10-04,0.0,1893,2018-10-04,0.0031796502384737746
186,2018-10-05,5500,5600,5500,5580,381800,5580,186,29980,2018-10-05,0.02042205582028589,5460,2018-10-05,0.0748031496062993,12920,2018-10-05,0.01333333333333342,1874,2018-10-05,-0.00846560846560851,36150,2018-10-05,-0.005502063273727598,4705,2018-10-05,0.016198704103671746,28560,2018-10-05,-0.001747640685075158,146,2018-10-05,0.03546099290780136,1427,2018-10-05,0.014214641080312784,159,2018-10-04,0.006329113924050667,1887,2018-10-05,0.012882447665056418
187,2018-10-09,5550,5610,5520,5560,526000,5560,187,29380,2018-10-09,-0.007432432432432412,5080,2018-10-09,0.0019723865877712132,12750,2018-10-09,0.002358490566037652,1890,2018-10-09,0.0021208907741250282,36350,2018-10-09,0.006925207756232732,4630,2018-10-09,-0.007502679528403,28610,2018-10-09,-0.003135888501742179,141,2018-10-09,-0.013986013986013957,1407,2018-10-09,0.00142348754448407,158,2018-10-09,-0.012499999999999956,1863,2018-10-09,0.0010746910263299547
188,2018-10-10,5570,5650,5540,5630,470200,5630,188,29600,2018-10-10,0.032798325191905064,5070,2018-10-10,0.014000000000000012,12720,2018-10-10,0.004739336492890933,1886,2018-10-10,-0.0005299417064122958,36100,2018-10-10,0.016901408450704203,4665,2018-10-10,0.041294642857142794,28700,2018-10-10,0.02573266619013581,143,2018-10-10,0.03623188405797095,1405,2018-10-10,0.054804804804804874,160,2018-10-10,0.012658227848101333,1861,2018-10-10,0.025909592061742037
189,2018-10-11,5430,5440,5230,5340,699500,5340,189,28660,2018-10-11,-0.023176550783912786,5000,2018-10-11,0.010101010101010166,12660,2018-10-11,-0.02314814814814814,1887,2018-10-11,0.006937033084311706,35500,2018-10-11,-0.01388888888888884,4480,2018-10-11,-0.030303030303030276,27980,2018-10-11,0.007925072046109483,138,2018-10-11,-0.034965034965035,1332,2018-10-11,-0.02346041055718473,158,2018-10-11,0.0,1814,2018-10-11,0.0022099447513812542
190,2018-10-12,5340,5480,5320,5450,502800,5450,190,29340,2018-10-12,0.009635237439779676,4950,2018-10-12,0.003039513677811634,12960,2018-10-12,0.002320185614849146,1874,2018-10-12,0.003749330476700674,36000,2018-10-12,0.040462427745664664,4620,2018-10-12,0.0,27760,2018-10-12,0.014619883040935644,143,2018-10-12,0.014184397163120588,1364,2018-10-12,-0.0029239766081871066,158,2018-10-12,0.0,1810,2018-10-12,0.014573991031390232
191,2018-10-15,5380,5410,5280,5280,466300,5280,191,29060,2018-10-15,0.004493605254061617,4935,2018-10-15,-0.014970059880239472,12930,2018-10-15,-0.004618937644341847,1867,2018-10-15,-0.0084970791290494,34600,2018-10-15,-0.04683195592286504,4620,2018-10-15,0.004347826086956497,27360,2018-10-15,-0.021109123434704835,141,2018-10-15,-0.013986013986013957,1368,2018-10-15,0.005143277002204183,158,2018-10-12,0.0,1784,2018-10-15,-0.007786429365962189
192,2018-10-16,5230,5250,5160,5240,726200,5240,192,28930,2018-10-16,0.0,5010,2018-10-16,-0.0019920318725099584,12990,2018-10-16,0.003088803088802994,1883,2018-10-16,-0.004230565838180822,36300,2018-10-16,0.0013793103448276334,4600,2018-10-16,-0.021276595744680882,27950,2018-10-16,-0.017919887561489767,143,2018-10-16,-0.020547945205479423,1361,2018-10-16,-0.01376811594202898,158,2018-10-16,0.0,1798,2018-10-16,-0.012630422844590927
193,2018-10-17,5330,5420,5310,5370,476100,5370,193,28930,2018-10-17,0.003816793893129722,5020,2018-10-17,-0.001988071570576566,12950,2018-10-17,-0.0038461538461538325,1891,2018-10-17,-0.0021108179419525586,36250,2018-10-17,-0.0013774104683195176,4700,2018-10-17,-0.0031813361611876534,28460,2018-10-17,-0.009052924791086325,146,2018-10-17,0.028169014084507005,1380,2018-10-17,0.0036363636363636598,158,2018-10-17,0.0,1821,2018-10-17,0.0033057851239668423
194,2018-10-18,5390,5440,5330,5340,457400,5340,194,28820,2018-10-18,0.00945709281961471,5030,2018-10-18,-0.03454894433781186,13000,2018-10-18,-0.002302379125095899,1895,2018-10-18,0.0031762837480149297,36300,2018-10-18,0.004149377593360981,4715,2018-10-18,0.00855614973262031,28720,2018-10-18,0.020611229566453337,142,2018-10-18,-0.006993006993006978,1375,2018-10-18,0.009544787077826689,158,2018-10-18,0.0,1815,2018-10-18,0.008893829905503026
195,2018-10-19,5260,5360,5240,5340,493000,5340,195,28550,2018-10-19,-0.04642618570474277,5210,2018-10-19,-0.009505703422053258,13030,2018-10-19,-0.003822629969418956,1889,2018-10-19,-0.001585623678646897,36150,2018-10-19,0.018309859154929553,4675,2018-10-19,-0.007430997876857748,28140,2018-10-19,-0.005653710247349841,143,2018-10-19,0.0,1362,2018-10-19,-0.013043478260869601,158,2018-10-19,0.0,1799,2018-10-19,-0.008269018743109147
196,2018-10-22,5270,5380,5230,5350,304300,5350,196,29940,2018-10-22,0.04139130434782601,5260,2018-10-22,0.0,13080,2018-10-22,0.006153846153846176,1892,2018-10-22,0.005847953216374213,35500,2018-10-22,-0.05585106382978722,4710,2018-10-22,0.03063457330415753,28300,2018-10-22,0.019452449567723296,143,2018-10-22,0.021428571428571352,1380,2018-10-22,0.013215859030837107,158,2018-10-19,0.0,1814,2018-10-22,0.02543810062182028
197,2018-10-23,5280,5280,5140,5180,561400,5180,197,28750,2018-10-23,-0.003120665742024964,5260,2018-10-23,0.0,13000,2018-10-23,-0.00990099009900991,1881,2018-10-23,0.0005319148936169249,37600,2018-10-23,-0.023376623376623384,4570,2018-10-23,0.0010952902519167917,27760,2018-10-23,-0.008925383791502983,140,2018-10-23,-0.007092198581560294,1362,2018-10-23,0.008888888888888946,158,2018-10-23,-0.0062893081761006275,1769,2018-10-23,0.0005656108597285048
198,2018-10-24,5250,5280,5150,5190,528100,5190,198,28840,2018-10-24,0.027065527065527117,5260,2018-10-23,0.011538461538461497,13130,2018-10-24,-0.001520912547528508,1880,2018-10-24,0.004273504273504258,38500,2018-10-24,0.0185185185185186,4565,2018-10-24,0.048220436280137724,28010,2018-10-24,0.020400728597449902,141,2018-10-24,0.021739130434782705,1350,2018-10-24,0.013513513513513598,159,2018-10-24,0.032467532467532534,1768,2018-10-24,0.023740590619571567
199,2018-10-25,5090,5120,4985,5030,631900,5030,199,28080,2018-10-25,-0.00248667850799289,5200,2018-10-25,0.07438016528925617,13150,2018-10-25,0.004583651642475095,1872,2018-10-25,0.0016051364365972098,37800,2018-10-25,0.016129032258064502,4355,2018-10-25,0.049397590361445864,27450,2018-10-25,-0.015069967707212029,138,2018-10-25,-0.007194244604316502,1332,2018-10-25,0.023827824750192184,154,2018-10-25,-0.019108280254777066,1727,2018-10-25,0.002321532211259525
200,2018-10-26,4820,4890,4700,4845,1106100,4845,200,28150,2018-10-26,0.010771992818671361,4840,2018-10-26,-0.0546875,13090,2018-10-26,0.0,1869,2018-10-26,-0.0031999999999999806,37200,2018-10-26,0.004048582995951344,4150,2018-10-26,0.028500619578686548,27870,2018-10-26,-0.0010752688172043223,139,2018-10-26,0.0,1301,2018-10-26,-0.009139375476009182,157,2018-10-26,0.01948051948051943,1723,2018-10-26,0.0023269342641070168
201,2018-10-29,4885,4885,4670,4685,706200,4685,201,27850,2018-10-29,-0.01694316978468058,5120,2018-10-29,0.011857707509881354,13090,2018-10-29,0.000764525993883769,1875,2018-10-29,-0.0010655301012253426,37050,2018-10-29,-0.0013477088948786742,4035,2018-10-29,-0.03468899521531099,27900,2018-10-29,0.0072202166064982976,139,2018-10-29,-0.014184397163120588,1313,2018-10-29,0.0007621951219511924,154,2018-10-29,0.013157894736842035,1719,2018-10-29,-0.00865051903114189
202,2018-10-30,4630,4875,4610,4835,795700,4835,202,28330,2018-10-30,-0.0024647887323944184,5060,2018-10-30,0.01200000000000001,13080,2018-10-30,0.006153846153846176,1877,2018-10-30,0.0021356113187400716,37100,2018-10-30,0.01089918256130784,4180,2018-10-30,-0.03797468354430378,27700,2018-10-30,0.0,141,2018-10-30,0.0071428571428571175,1312,2018-10-30,-0.018698578908002972,152,2018-10-30,-0.01935483870967747,1734,2018-10-30,-0.01252847380410027
203,2018-10-31,4865,5020,4840,5000,534500,5000,203,28400,2018-10-31,0.0035335689045936647,5000,2018-10-31,0.011122345803842304,13000,2018-10-31,0.0,1873,2018-10-31,-0.005310674455655917,36700,2018-10-31,0.011019283746556363,4345,2018-10-31,-0.0034403669724770714,27700,2018-10-31,-0.01282965074839626,140,2018-10-31,-0.007092198581560294,1337,2018-10-31,-0.008895478131949575,155,2018-10-31,-0.0064102564102563875,1756,2018-10-31,0.008615738081562352
204,2018-11-01,5020,5190,4965,5140,789200,5140,204,28300,2018-11-01,-0.022114720110573582,4945,2018-11-01,-0.007028112449799173,13000,2018-11-01,-0.01365705614567525,1883,2018-11-01,-0.0005307855626327518,36300,2018-11-01,-0.018918918918918948,4360,2018-11-01,-0.034330011074197087,28060,2018-11-01,0.002859185132237263,141,2018-11-01,-0.02758620689655178,1349,2018-11-01,-0.03848895224518889,156,2018-11-01,0.01298701298701288,1741,2018-11-01,-0.007411630558722959
205,2018-11-02,5170,5190,5060,5180,471000,5180,205,28940,2018-11-02,0.013660245183887865,4980,2018-11-02,-0.0040000000000000036,13180,2018-11-02,-0.0007581501137224889,1884,2018-11-02,-0.0010604453870625141,37000,2018-11-02,-0.015957446808510634,4515,2018-11-02,0.0055679287305121505,27980,2018-11-02,0.006474820143884896,145,2018-11-02,0.0,1403,2018-11-02,0.015930485155684293,154,2018-11-02,-0.012820512820512775,1754,2018-11-02,0.006888633754305484
206,2018-11-05,5140,5140,5070,5110,429400,5110,206,28550,2018-11-05,0.0,5000,2018-11-05,0.0,13190,2018-11-05,0.0007587253414265138,1886,2018-11-05,-0.002116402116402072,37600,2018-11-05,0.021739130434782705,4490,2018-11-05,0.003351955307262511,27800,2018-11-05,-0.01662539794835516,145,2018-11-05,-0.006849315068493178,1381,2018-11-05,-0.005043227665706085,156,2018-11-05,0.0,1742,2018-11-05,-0.012471655328798237
207,2018-11-06,5100,5150,5070,5110,244600,5110,207,28550,2018-11-06,-0.0038381018841591175,5000,2018-11-06,-0.011857707509881465,13180,2018-11-06,0.001519756838905817,1890,2018-11-06,0.0015898251192367763,36800,2018-11-06,-0.01866666666666672,4475,2018-11-06,-0.009955752212389424,28270,2018-11-06,-0.009460406447091785,146,2018-11-06,0.0,1388,2018-11-06,-0.012802275960170695,156,2018-11-06,0.0,1764,2018-11-06,0.01379310344827589
208,2018-11-07,5130,5180,5110,5140,388600,5140,208,28660,2018-11-07,-0.004861111111111094,5060,2018-11-07,0.005964214711729587,13160,2018-11-07,0.0,1887,2018-11-07,-0.0015873015873015817,37500,2018-11-07,-0.015748031496062964,4520,2018-11-07,-0.016322089227421066,28540,2018-11-07,-0.0076495132127955,146,2018-11-07,-0.013513513513513487,1406,2018-11-07,-0.009859154929577452,156,2018-11-07,-0.025000000000000022,1740,2018-11-07,-0.014722536806342057
209,2018-11-08,5220,5270,5180,5260,344400,5260,209,28800,2018-11-08,0.012302284710017597,5030,2018-11-08,-0.011787819253438081,13160,2018-11-08,0.0015220700152207556,1890,2018-11-08,0.008000000000000007,38100,2018-11-08,-0.0078125,4595,2018-11-08,0.019977802441731418,28760,2018-11-08,-0.006219765031098778,148,2018-11-08,0.0,1420,2018-11-08,0.01646385110952031,160,2018-11-08,0.0,1766,2018-11-08,0.0011337868480725266
210,2018-11-09,5260,5300,5200,5240,368400,5240,210,28450,2018-11-09,0.005655708731000297,5090,2018-11-09,-0.0019607843137254832,13140,2018-11-09,0.008442056792018482,1875,2018-11-09,-0.010031678986272441,38400,2018-11-09,0.0039215686274509665,4505,2018-11-09,0.008958566629339249,28940,2018-11-09,0.0,148,2018-11-09,-0.013333333333333308,1397,2018-11-09,0.005759539236861011,160,2018-11-09,0.012658227848101333,1764,2018-11-09,0.0005672149744753163
211,2018-11-12,5180,5190,5140,5170,548800,5170,211,28290,2018-11-12,-0.002116402116402072,5100,2018-11-12,0.0,13030,2018-11-12,0.003079291762894565,1894,2018-11-12,-0.0010548523206751481,38250,2018-11-12,0.018641810918774926,4465,2018-11-12,0.014772727272727382,28940,2018-11-12,0.017223198594024547,150,2018-11-12,0.027397260273972712,1389,2018-11-12,0.013868613138686037,158,2018-11-12,0.0,1763,2018-11-12,0.01263641585295816
212,2018-11-13,5070,5130,5040,5100,502500,5100,212,28350,2018-11-13,0.007820831852115129,5100,2018-11-12,0.00990099009900991,12990,2018-11-13,0.006976744186046435,1896,2018-11-13,0.0021141649048626032,37550,2018-11-13,-0.010540184453227908,4400,2018-11-13,0.004566210045662045,28450,2018-11-13,0.004945249028611709,146,2018-11-13,-0.020134228187919434,1370,2018-11-13,-0.011544011544011523,158,2018-11-13,0.006369426751592355,1741,2018-11-13,-0.004574042309891335
213,2018-11-14,5100,5160,5070,5090,404000,5090,213,28130,2018-11-14,-0.004247787610619502,5050,2018-11-14,0.005976095617529875,12900,2018-11-14,-0.009216589861751112,1892,2018-11-14,-0.005780346820809301,37950,2018-11-14,0.003968253968253954,4380,2018-11-14,-0.020134228187919434,28310,2018-11-14,0.0,149,2018-11-14,0.006756756756756799,1386,2018-11-14,0.01241782322863405,157,2018-11-14,0.012903225806451646,1749,2018-11-14,0.0040183696900115695
214,2018-11-15,5050,5140,5030,5110,365500,5110,214,28250,2018-11-15,0.003552397868561208,5020,2018-11-15,0.001996007984031989,13020,2018-11-15,0.0,1903,2018-11-15,0.003691983122362963,37800,2018-11-15,-0.04303797468354431,4470,2018-11-15,0.02995391705069128,28310,2018-11-15,0.0,148,2018-11-15,0.0,1369,2018-11-15,-0.005809731299927345,155,2018-11-15,-0.01273885350318471,1742,2018-11-15,0.003456221198156584
215,2018-11-16,5100,5140,4995,5010,469800,5010,215,28150,2018-11-16,-0.0035398230088495852,5010,2018-11-16,0.0,13020,2018-11-16,0.000768639508070823,1896,2018-11-16,-0.007329842931937169,39500,2018-11-16,-0.016189290161892855,4340,2018-11-16,-0.02581369248035914,28310,2018-11-15,0.0,148,2018-11-16,-0.006711409395973145,1377,2018-11-16,0.005109489051094984,157,2018-11-16,0.0,1736,2018-11-16,-0.0017251293847038163
216,2018-11-19,4970,5120,4945,5120,393200,5120,216,28250,2018-11-19,0.008928571428571397,5010,2018-11-19,0.0030030030030030463,13010,2018-11-19,-0.0007680491551459445,1910,2018-11-19,0.0010482180293500676,40150,2018-11-19,0.016455696202531733,4455,2018-11-19,0.017123287671232834,28310,2018-11-15,-0.0031690140845070935,149,2018-11-19,-0.00666666666666671,1370,2018-11-19,0.0,157,2018-11-19,0.0,1739,2018-11-19,-0.0005747126436781436
217,2018-11-20,5060,5070,4890,4905,445700,4905,217,28000,2018-11-20,-0.0063875088715400485,4995,2018-11-20,0.016276703967446515,13020,2018-11-20,-0.0015337423312883347,1908,2018-11-20,0.0036822724881642177,39500,2018-11-20,-0.0062893081761006275,4380,2018-11-20,0.006896551724137945,28400,2018-11-20,0.017191977077363862,150,2018-11-20,0.006711409395973256,1370,2018-11-20,0.008094186902133815,157,2018-11-20,0.012903225806451646,1740,2018-11-20,0.0011507479861909697
218,2018-11-21,4800,4940,4795,4915,464400,4915,218,28180,2018-11-21,0.002846975088967918,4915,2018-11-21,0.011316872427983515,13040,2018-11-21,-0.002295332823259333,1901,2018-11-21,-0.0036687631027253476,39750,2018-11-21,-0.006249999999999978,4350,2018-11-21,-0.022471910112359605,27920,2018-11-21,-0.01342756183745586,149,2018-11-21,0.0,1359,2018-11-21,-0.006578947368421018,155,2018-11-21,-0.0064102564102563875,1738,2018-11-21,-0.004581901489117968
219,2018-11-22,4925,4960,4880,4955,481600,4955,219,28100,2018-11-22,0.008614501076812608,4860,2018-11-22,-0.012195121951219523,13070,2018-11-22,-0.004569687738004591,1908,2018-11-22,-0.005213764337851923,40000,2018-11-22,0.0,4450,2018-11-22,-0.0078037904124860225,28300,2018-11-22,-0.008061689449702092,149,2018-11-22,0.006756756756756799,1368,2018-11-22,0.003668378576669129,156,2018-11-22,0.0,1746,2018-11-22,-0.00512820512820511
220,2018-11-26,4925,4935,4845,4855,457500,4855,220,27860,2018-11-26,-0.0028632784538296097,4920,2018-11-26,0.0,13130,2018-11-26,0.0022900763358779663,1918,2018-11-26,-0.0036363636363636598,40000,2018-11-26,0.020408163265306145,4485,2018-11-26,0.0011160714285713969,28530,2018-11-26,-0.005230125523012608,148,2018-11-26,-0.013333333333333308,1363,2018-11-26,-0.002196193265007307,156,2018-11-26,0.0,1755,2018-11-26,-0.0022740193291642674
221,2018-11-27,4985,5020,4910,5010,535300,5010,221,27940,2018-11-27,-0.004985754985754931,4920,2018-11-27,0.008196721311475308,13100,2018-11-27,0.001529051987767538,1925,2018-11-27,-0.006707946336429349,39200,2018-11-27,0.0,4480,2018-11-27,-0.012127894156560126,28680,2018-11-27,-0.005202913631633721,150,2018-11-27,-0.013157894736842146,1366,2018-11-27,-0.01867816091954022,156,2018-11-27,0.019607843137254832,1759,2018-11-27,-0.006214689265536699
222,2018-11-28,5030,5080,4970,5040,525900,5040,222,28080,2018-11-28,0.0010695187165774556,4880,2018-11-28,0.0,13080,2018-11-28,-0.0022883295194507935,1938,2018-11-28,0.007276507276507305,39200,2018-11-28,-0.020000000000000018,4535,2018-11-28,0.0022099447513812542,28830,2018-11-28,-0.0075731497418244365,152,2018-11-28,-0.006535947712418277,1392,2018-11-28,-0.009957325746799417,153,2018-11-28,-0.012903225806451646,1770,2018-11-28,0.0011312217194570096
223,2018-11-29,5070,5120,5000,5010,417500,5010,223,28050,2018-11-29,-0.008483563096500557,4880,2018-11-29,0.011398963730570033,13110,2018-11-29,-0.0007621951219511924,1924,2018-11-29,-0.0077359463641052395,40000,2018-11-29,-0.014778325123152691,4525,2018-11-29,0.004439511653718142,29050,2018-11-29,0.004842615012106588,153,2018-11-29,-0.019230769230769273,1406,2018-11-29,0.000711743772241924,155,2018-11-29,0.013071895424836555,1768,2018-11-29,-0.0045045045045044585
224,2018-11-30,4930,5070,4915,4985,1676200,4985,224,28290,2018-11-30,-0.024482758620689604,4825,2018-11-30,-0.026236125126135268,13120,2018-11-30,-0.0015220700152207556,1939,2018-11-30,0.005184033177812353,40600,2018-11-30,-0.004901960784313708,4505,2018-11-30,-0.03222341568206233,28910,2018-11-30,-0.011623931623931605,156,2018-11-30,-0.018867924528301883,1405,2018-11-30,-0.015416958654519974,153,2018-11-30,0.006578947368421018,1776,2018-11-30,-0.008928571428571397
